CMDLINE /opt/homebrew/Caskroom/miniforge/base/bin/python3.9 train.py
MEM 296.093750 1724701915.6928
MEM 296.093750 1724701915.7980
MEM 296.093750 1724701915.9031
MEM 296.093750 1724701916.0082
MEM 296.093750 1724701916.1133
MEM 296.109375 1724701916.2184
MEM 296.109375 1724701916.3235
MEM 296.125000 1724701916.4287
MEM 296.125000 1724701916.5335
MEM 296.125000 1724701916.6386
MEM 296.125000 1724701916.7437
MEM 296.140625 1724701916.8488
MEM 296.140625 1724701916.9539
MEM 296.140625 1724701917.0590
MEM 296.140625 1724701917.1642
MEM 296.140625 1724701917.2693
MEM 296.140625 1724701917.3744
MEM 296.171875 1724701917.4795
MEM 296.171875 1724701917.5846
MEM 296.171875 1724701917.6898
MEM 296.171875 1724701917.7949
MEM 296.171875 1724701917.9001
MEM 296.171875 1724701918.0052
MEM 296.187500 1724701918.1104
MEM 296.187500 1724701918.2154
MEM 296.187500 1724701918.3205
MEM 296.187500 1724701918.4212
MEM 296.187500 1724701918.5263
MEM 296.187500 1724701918.6314
MEM 296.187500 1724701918.7365
MEM 296.187500 1724701918.8416
MEM 296.187500 1724701918.9467
MEM 296.187500 1724701919.0518
MEM 296.187500 1724701919.1570
MEM 296.187500 1724701919.2620
MEM 296.187500 1724701919.3672
MEM 296.187500 1724701919.4723
MEM 296.187500 1724701919.5774
MEM 296.187500 1724701919.6787
MEM 296.203125 1724701919.7838
MEM 296.203125 1724701919.8889
MEM 296.218750 1724701919.9940
MEM 296.218750 1724701920.0992
MEM 296.250000 1724701920.2043
MEM 296.250000 1724701920.3094
MEM 296.250000 1724701920.4145
MEM 296.250000 1724701920.5197
MEM 296.250000 1724701920.6248
MEM 296.265625 1724701920.7299
MEM 296.265625 1724701920.8350
MEM 296.265625 1724701920.9401
MEM 296.265625 1724701921.0452
MEM 296.265625 1724701921.1504
MEM 296.281250 1724701921.2555
MEM 296.281250 1724701921.3606
MEM 296.281250 1724701921.4658
MEM 300.109375 1724701921.5709
MEM 300.109375 1724701921.6760
MEM 300.109375 1724701921.7811
MEM 300.109375 1724701921.8862
MEM 300.093750 1724701921.9914
MEM 300.093750 1724701922.0965
MEM 300.093750 1724701922.2016
MEM 300.093750 1724701922.3031
MEM 300.093750 1724701922.4082
MEM 300.109375 1724701922.5133
MEM 300.109375 1724701922.6184
MEM 300.109375 1724701922.7233
MEM 300.109375 1724701922.8284
MEM 300.109375 1724701922.9335
MEM 300.109375 1724701923.0387
MEM 300.109375 1724701923.1438
MEM 300.109375 1724701923.2489
MEM 300.171875 1724701923.3537
MEM 300.171875 1724701923.4588
MEM 300.187500 1724701923.5639
MEM 300.187500 1724701923.6690
MEM 300.203125 1724701923.7739
MEM 300.203125 1724701923.8790
MEM 300.203125 1724701923.9841
MEM 300.203125 1724701924.0892
MEM 300.203125 1724701924.1943
MEM 300.203125 1724701924.2995
MEM 300.203125 1724701924.4046
MEM 300.203125 1724701924.5097
MEM 300.203125 1724701924.6148
MEM 304.031250 1724701924.7200
MEM 304.031250 1724701924.8222
MEM 310.843750 1724701924.9273
MEM 310.843750 1724701925.0324
MEM 310.843750 1724701925.1376
MEM 310.843750 1724701925.2427
MEM 310.843750 1724701925.3479
MEM 310.875000 1724701925.4505
MEM 310.875000 1724701925.5542
MEM 310.875000 1724701925.6552
MEM 310.875000 1724701925.7604
MEM 310.875000 1724701925.8656
MEM 310.875000 1724701925.9708
MEM 310.890625 1724701926.0760
MEM 310.890625 1724701926.1788
MEM 310.890625 1724701926.2840
MEM 310.890625 1724701926.3891
MEM 311.859375 1724701926.4943
MEM 311.875000 1724701926.5995
MEM 311.875000 1724701926.7041
MEM 311.875000 1724701926.8069
MEM 311.875000 1724701926.9120
MEM 311.875000 1724701927.0171
MEM 311.875000 1724701927.1223
MEM 311.875000 1724701927.2275
MEM 311.875000 1724701927.3280
MEM 311.890625 1724701927.4331
MEM 311.890625 1724701927.5377
MEM 311.890625 1724701927.6428
MEM 311.890625 1724701927.7479
MEM 311.890625 1724701927.8530
MEM 311.906250 1724701927.9581
MEM 311.906250 1724701928.0632
MEM 311.906250 1724701928.1661
MEM 311.906250 1724701928.2712
MEM 311.906250 1724701928.3742
MEM 311.906250 1724701928.4793
MEM 311.906250 1724701928.5844
MEM 311.906250 1724701928.6896
MEM 311.906250 1724701928.7947
MEM 311.906250 1724701928.8996
MEM 311.906250 1724701929.0047
MEM 311.906250 1724701929.1098
MEM 311.906250 1724701929.2149
MEM 311.906250 1724701929.3200
MEM 315.750000 1724701929.4251
MEM 315.750000 1724701929.5303
MEM 315.750000 1724701929.6354
MEM 315.750000 1724701929.7405
MEM 315.750000 1724701929.8456
MEM 315.750000 1724701929.9508
MEM 315.750000 1724701930.0559
MEM 315.750000 1724701930.1610
MEM 315.750000 1724701930.2662
MEM 315.765625 1724701930.3713
MEM 315.781250 1724701930.4764
MEM 315.781250 1724701930.5815
MEM 315.781250 1724701930.6862
MEM 315.781250 1724701930.7914
MEM 315.781250 1724701930.8955
MEM 315.781250 1724701931.0006
MEM 315.781250 1724701931.1012
MEM 315.781250 1724701931.2064
MEM 315.781250 1724701931.3115
MEM 315.781250 1724701931.4144
MEM 315.781250 1724701931.5195
MEM 315.781250 1724701931.6200
MEM 315.781250 1724701931.7251
MEM 315.781250 1724701931.8302
MEM 315.781250 1724701931.9354
MEM 315.796875 1724701932.0398
MEM 327.468750 1724701932.1449
MEM 327.468750 1724701932.2501
MEM 327.468750 1724701932.3552
MEM 327.484375 1724701932.4603
MEM 327.500000 1724701932.5654
MEM 327.500000 1724701932.6662
MEM 327.500000 1724701932.7713
MEM 327.515625 1724701932.8764
MEM 327.515625 1724701932.9815
MEM 327.515625 1724701933.0867
MEM 327.515625 1724701933.1918
MEM 327.531250 1724701933.2969
MEM 327.531250 1724701933.3980
MEM 327.531250 1724701933.5031
MEM 327.531250 1724701933.6083
MEM 327.531250 1724701933.7113
MEM 327.531250 1724701933.8162
MEM 327.531250 1724701933.9213
MEM 327.531250 1724701934.0264
MEM 327.531250 1724701934.1315
MEM 327.531250 1724701934.2336
MEM 327.531250 1724701934.3387
MEM 327.531250 1724701934.4438
MEM 327.531250 1724701934.5489
MEM 327.531250 1724701934.6541
MEM 327.531250 1724701934.7592
MEM 327.531250 1724701934.8643
MEM 327.546875 1724701934.9694
MEM 327.546875 1724701935.0746
MEM 327.546875 1724701935.1797
MEM 327.546875 1724701935.2849
MEM 327.546875 1724701935.3900
MEM 327.546875 1724701935.4951
MEM 327.593750 1724701935.6002
MEM 327.593750 1724701935.7054
MEM 327.593750 1724701935.8104
MEM 327.609375 1724701935.9110
MEM 327.609375 1724701936.0161
MEM 327.625000 1724701936.1212
MEM 327.640625 1724701936.2257
MEM 327.640625 1724701936.3308
MEM 327.640625 1724701936.4359
MEM 327.640625 1724701936.5411
MEM 327.640625 1724701936.6462
MEM 327.640625 1724701936.7513
MEM 327.640625 1724701936.8564
MEM 327.640625 1724701936.9615
MEM 327.640625 1724701937.0666
MEM 327.640625 1724701937.1718
MEM 327.656250 1724701937.2769
MEM 327.656250 1724701937.3820
MEM 327.656250 1724701937.4871
MEM 327.656250 1724701937.5922
MEM 327.656250 1724701937.6973
MEM 327.656250 1724701937.8025
MEM 327.656250 1724701937.9076
MEM 327.656250 1724701938.0127
MEM 327.656250 1724701938.1178
MEM 327.656250 1724701938.2229
MEM 327.656250 1724701938.3238
MEM 327.656250 1724701938.4289
MEM 327.656250 1724701938.5341
MEM 327.656250 1724701938.6392
MEM 327.656250 1724701938.7443
MEM 327.656250 1724701938.8495
MEM 327.671875 1724701938.9545
MEM 327.718750 1724701939.0596
MEM 327.718750 1724701939.1648
MEM 327.718750 1724701939.2700
MEM 327.718750 1724701939.3751
MEM 327.718750 1724701939.4803
MEM 327.718750 1724701939.5854
MEM 327.718750 1724701939.6869
MEM 327.718750 1724701939.7912
MEM 327.750000 1724701939.8963
MEM 327.750000 1724701939.9968
MEM 327.765625 1724701940.1019
MEM 327.765625 1724701940.2023
MEM 327.765625 1724701940.3074
MEM 327.765625 1724701940.4080
MEM 327.765625 1724701940.5131
MEM 327.765625 1724701940.6182
MEM 327.765625 1724701940.7233
MEM 327.765625 1724701940.8284
MEM 327.765625 1724701940.9306
MEM 327.765625 1724701941.0357
MEM 327.765625 1724701941.1408
MEM 327.765625 1724701941.2460
MEM 327.765625 1724701941.3511
MEM 327.765625 1724701941.4562
MEM 327.765625 1724701941.5613
MEM 327.765625 1724701941.6659
MEM 327.765625 1724701941.7710
MEM 327.781250 1724701941.8761
MEM 327.781250 1724701941.9812
MEM 327.781250 1724701942.0863
MEM 327.796875 1724701942.1914
MEM 327.796875 1724701942.2965
MEM 327.796875 1724701942.4015
MEM 327.796875 1724701942.5066
MEM 327.812500 1724701942.6118
MEM 327.812500 1724701942.7163
MEM 327.812500 1724701942.8214
MEM 327.812500 1724701942.9266
MEM 327.812500 1724701943.0317
MEM 327.812500 1724701943.1368
MEM 327.812500 1724701943.2420
MEM 327.812500 1724701943.3471
MEM 327.812500 1724701943.4523
MEM 327.812500 1724701943.5574
MEM 327.812500 1724701943.6626
MEM 327.812500 1724701943.7677
MEM 327.828125 1724701943.8728
MEM 327.828125 1724701943.9779
MEM 327.828125 1724701944.0828
MEM 327.828125 1724701944.1876
MEM 327.828125 1724701944.2920
MEM 327.828125 1724701944.3971
MEM 327.828125 1724701944.5022
MEM 327.843750 1724701944.6073
MEM 327.859375 1724701944.7086
MEM 327.859375 1724701944.8092
MEM 327.859375 1724701944.9143
MEM 327.859375 1724701945.0194
MEM 327.859375 1724701945.1245
MEM 327.859375 1724701945.2296
MEM 327.859375 1724701945.3347
MEM 327.875000 1724701945.4399
MEM 327.875000 1724701945.5450
MEM 327.875000 1724701945.6501
MEM 327.875000 1724701945.7552
MEM 327.875000 1724701945.8603
MEM 327.875000 1724701945.9654
MEM 327.875000 1724701946.0706
MEM 327.875000 1724701946.1757
MEM 327.875000 1724701946.2808
MEM 327.875000 1724701946.3814
MEM 327.890625 1724701946.4865
MEM 327.890625 1724701946.5917
MEM 327.890625 1724701946.6933
MEM 327.890625 1724701946.7984
MEM 327.890625 1724701946.9035
MEM 327.890625 1724701947.0086
MEM 327.890625 1724701947.1138
MEM 327.890625 1724701947.2189
MEM 327.890625 1724701947.3241
MEM 327.890625 1724701947.4292
MEM 327.890625 1724701947.5335
MEM 327.890625 1724701947.6387
MEM 327.890625 1724701947.7438
MEM 327.890625 1724701947.8489
MEM 327.890625 1724701947.9541
MEM 327.906250 1724701948.0571
MEM 327.921875 1724701948.1623
MEM 327.937500 1724701948.2674
MEM 327.937500 1724701948.3725
MEM 327.937500 1724701948.4776
MEM 327.937500 1724701948.5828
MEM 327.937500 1724701948.6831
MEM 331.765625 1724701948.7882
MEM 331.765625 1724701948.8933
MEM 331.765625 1724701948.9980
MEM 331.781250 1724701949.1031
MEM 331.781250 1724701949.2082
MEM 331.781250 1724701949.3133
MEM 331.781250 1724701949.4184
MEM 331.781250 1724701949.5235
MEM 331.781250 1724701949.6286
MEM 331.781250 1724701949.7309
MEM 331.781250 1724701949.8331
MEM 331.781250 1724701949.9369
MEM 331.781250 1724701950.0420
MEM 331.781250 1724701950.1471
MEM 331.781250 1724701950.2522
MEM 331.781250 1724701950.3573
MEM 331.796875 1724701950.4624
MEM 331.796875 1724701950.5676
MEM 331.921875 1724701950.6727
MEM 331.937500 1724701950.7778
MEM 331.937500 1724701950.8830
MEM 331.937500 1724701950.9881
MEM 331.937500 1724701951.0932
MEM 331.937500 1724701951.1983
MEM 331.937500 1724701951.3034
MEM 331.937500 1724701951.4086
MEM 331.937500 1724701951.5137
MEM 331.937500 1724701951.6188
MEM 331.968750 1724701951.7232
MEM 331.968750 1724701951.8283
MEM 331.968750 1724701951.9334
MEM 331.968750 1724701952.0385
MEM 331.968750 1724701952.1392
MEM 331.968750 1724701952.2444
MEM 331.968750 1724701952.3495
MEM 331.968750 1724701952.4546
MEM 331.968750 1724701952.5563
MEM 331.968750 1724701952.6614
MEM 331.968750 1724701952.7664
MEM 331.968750 1724701952.8715
MEM 331.968750 1724701952.9766
MEM 331.984375 1724701953.0817
MEM 331.984375 1724701953.1868
MEM 331.984375 1724701953.2920
MEM 331.984375 1724701953.3971
MEM 331.984375 1724701953.5022
MEM 331.984375 1724701953.6074
MEM 331.984375 1724701953.7107
MEM 331.984375 1724701953.8158
MEM 331.984375 1724701953.9197
MEM 331.984375 1724701954.0248
MEM 331.984375 1724701954.1299
MEM 335.812500 1724701954.2331
MEM 335.828125 1724701954.3382
MEM 335.828125 1724701954.4406
MEM 335.828125 1724701954.5457
MEM 335.828125 1724701954.6508
MEM 335.859375 1724701954.7559
MEM 335.859375 1724701954.8610
MEM 335.859375 1724701954.9661
MEM 335.859375 1724701955.0713
MEM 335.875000 1724701955.1763
MEM 335.875000 1724701955.2793
MEM 335.890625 1724701955.3844
MEM 335.890625 1724701955.4895
MEM 335.890625 1724701955.5946
MEM 335.890625 1724701955.6998
MEM 335.890625 1724701955.8049
MEM 335.890625 1724701955.9100
MEM 335.890625 1724701956.0152
MEM 335.890625 1724701956.1203
MEM 335.890625 1724701956.2254
MEM 335.890625 1724701956.3306
MEM 335.890625 1724701956.4308
MEM 335.890625 1724701956.5359
MEM 335.890625 1724701956.6411
MEM 335.890625 1724701956.7462
MEM 335.890625 1724701956.8513
MEM 335.890625 1724701956.9565
MEM 335.890625 1724701957.0616
MEM 335.890625 1724701957.1665
MEM 335.890625 1724701957.2716
MEM 335.890625 1724701957.3768
MEM 335.890625 1724701957.4817
MEM 335.890625 1724701957.5868
MEM 335.890625 1724701957.6919
MEM 335.890625 1724701957.7970
MEM 335.890625 1724701957.9022
MEM 335.906250 1724701958.0073
MEM 335.906250 1724701958.1116
MEM 335.906250 1724701958.2165
MEM 335.906250 1724701958.3216
MEM 335.906250 1724701958.4267
MEM 335.906250 1724701958.5319
MEM 335.921875 1724701958.6370
MEM 335.937500 1724701958.7421
MEM 335.937500 1724701958.8472
MEM 335.937500 1724701958.9523
MEM 335.937500 1724701959.0574
MEM 335.953125 1724701959.1626
MEM 335.953125 1724701959.2665
MEM 335.953125 1724701959.3716
MEM 335.953125 1724701959.4768
MEM 335.953125 1724701959.5819
MEM 335.953125 1724701959.6870
MEM 335.953125 1724701959.7921
MEM 335.953125 1724701959.8973
MEM 335.953125 1724701960.0006
MEM 335.953125 1724701960.1057
MEM 335.953125 1724701960.2109
MEM 335.953125 1724701960.3160
MEM 335.953125 1724701960.4212
MEM 335.968750 1724701960.5263
MEM 335.968750 1724701960.6314
MEM 335.968750 1724701960.7365
MEM 335.968750 1724701960.8417
MEM 335.968750 1724701960.9468
MEM 335.968750 1724701961.0519
MEM 335.968750 1724701961.1570
MEM 335.984375 1724701961.2621
MEM 335.984375 1724701961.3672
MEM 335.984375 1724701961.4723
MEM 336.000000 1724701961.5774
MEM 336.000000 1724701961.6813
MEM 336.000000 1724701961.7832
MEM 336.000000 1724701961.8883
MEM 336.000000 1724701961.9934
MEM 336.000000 1724701962.0960
MEM 336.000000 1724701962.1998
MEM 336.000000 1724701962.3049
MEM 336.000000 1724701962.4100
MEM 336.000000 1724701962.5151
MEM 336.000000 1724701962.6163
MEM 336.000000 1724701962.7214
MEM 336.000000 1724701962.8265
MEM 336.031250 1724701962.9317
MEM 336.031250 1724701963.0368
MEM 336.031250 1724701963.1419
MEM 336.031250 1724701963.2470
MEM 336.031250 1724701963.3500
MEM 336.031250 1724701963.4551
MEM 336.031250 1724701963.5603
MEM 336.031250 1724701963.6654
MEM 336.031250 1724701963.7666
