CMDLINE /opt/homebrew/Caskroom/miniforge/base/bin/python3.9 train.py
MEM 332.421875 1724703547.3824
MEM 332.421875 1724703547.4875
MEM 332.421875 1724703547.5927
MEM 332.437500 1724703547.6937
MEM 332.437500 1724703547.7988
MEM 332.437500 1724703547.9040
MEM 332.437500 1724703548.0091
MEM 332.437500 1724703548.1142
MEM 332.437500 1724703548.2194
MEM 332.437500 1724703548.3245
MEM 332.437500 1724703548.4297
MEM 332.453125 1724703548.5348
MEM 332.453125 1724703548.6399
MEM 332.453125 1724703548.7427
MEM 332.484375 1724703548.8478
MEM 332.484375 1724703548.9509
MEM 332.484375 1724703549.0561
MEM 332.484375 1724703549.1612
MEM 332.484375 1724703549.2664
MEM 332.484375 1724703549.3715
MEM 332.484375 1724703549.4766
MEM 332.484375 1724703549.5818
MEM 332.484375 1724703549.6868
MEM 332.500000 1724703549.7920
MEM 332.531250 1724703549.8972
MEM 332.531250 1724703550.0024
MEM 332.500000 1724703550.1075
MEM 332.500000 1724703550.2126
MEM 332.500000 1724703550.3177
MEM 332.500000 1724703550.4228
MEM 332.500000 1724703550.5279
MEM 332.500000 1724703550.6330
MEM 332.500000 1724703550.7381
MEM 332.515625 1724703550.8432
MEM 336.359375 1724703550.9484
MEM 336.359375 1724703551.0535
MEM 336.359375 1724703551.1586
MEM 336.359375 1724703551.2637
MEM 336.359375 1724703551.3688
MEM 336.359375 1724703551.4740
MEM 336.359375 1724703551.5791
MEM 336.359375 1724703551.6842
MEM 342.218750 1724703551.7893
MEM 342.234375 1724703551.8944
MEM 342.250000 1724703551.9995
MEM 342.250000 1724703552.1047
MEM 342.250000 1724703552.2096
MEM 342.250000 1724703552.3147
MEM 342.250000 1724703552.4198
MEM 342.250000 1724703552.5250
MEM 342.250000 1724703552.6301
MEM 342.250000 1724703552.7352
MEM 342.250000 1724703552.8403
MEM 342.281250 1724703552.9418
MEM 342.281250 1724703553.0469
MEM 342.281250 1724703553.1520
MEM 342.281250 1724703553.2572
MEM 342.281250 1724703553.3622
MEM 342.296875 1724703553.4674
MEM 342.296875 1724703553.5724
MEM 342.312500 1724703553.6776
MEM 342.328125 1724703553.7827
MEM 342.328125 1724703553.8878
MEM 342.328125 1724703553.9929
MEM 342.328125 1724703554.0981
MEM 342.328125 1724703554.2016
MEM 344.296875 1724703554.3067
MEM 344.312500 1724703554.4096
MEM 344.312500 1724703554.5147
MEM 344.312500 1724703554.6200
MEM 344.312500 1724703554.7251
MEM 344.312500 1724703554.8303
MEM 344.328125 1724703554.9354
MEM 344.328125 1724703555.0405
MEM 344.328125 1724703555.1457
MEM 344.328125 1724703555.2508
MEM 344.328125 1724703555.3559
MEM 344.328125 1724703555.4610
MEM 344.328125 1724703555.5662
MEM 344.343750 1724703555.6713
MEM 344.343750 1724703555.7764
MEM 344.359375 1724703555.8808
MEM 344.359375 1724703555.9860
MEM 344.359375 1724703556.0911
MEM 344.359375 1724703556.1962
MEM 344.375000 1724703556.3013
MEM 344.375000 1724703556.4064
MEM 344.390625 1724703556.5116
MEM 344.390625 1724703556.6138
MEM 344.390625 1724703556.7190
MEM 344.390625 1724703556.8226
MEM 344.390625 1724703556.9277
MEM 344.390625 1724703557.0328
MEM 344.390625 1724703557.1379
MEM 344.390625 1724703557.2430
MEM 344.390625 1724703557.3481
MEM 344.390625 1724703557.4532
MEM 344.390625 1724703557.5583
MEM 344.406250 1724703557.6634
MEM 344.406250 1724703557.7685
MEM 344.406250 1724703557.8736
MEM 344.406250 1724703557.9787
MEM 344.406250 1724703558.0829
MEM 344.406250 1724703558.1880
MEM 344.406250 1724703558.2920
MEM 344.406250 1724703558.3930
MEM 350.265625 1724703558.4981
MEM 350.265625 1724703558.6033
MEM 350.296875 1724703558.7084
MEM 350.296875 1724703558.8135
MEM 350.296875 1724703558.9186
MEM 350.312500 1724703559.0238
MEM 350.312500 1724703559.1287
MEM 350.312500 1724703559.2339
MEM 350.312500 1724703559.3390
MEM 350.312500 1724703559.4415
MEM 350.312500 1724703559.5435
MEM 350.312500 1724703559.6486
MEM 352.281250 1724703559.7535
MEM 352.296875 1724703559.8542
MEM 352.296875 1724703559.9594
MEM 356.281250 1724703560.0627
MEM 356.281250 1724703560.1678
MEM 356.281250 1724703560.2729
MEM 356.281250 1724703560.3763
MEM 356.281250 1724703560.4815
MEM 356.296875 1724703560.5866
MEM 356.296875 1724703560.6917
MEM 356.312500 1724703560.7968
MEM 356.312500 1724703560.8976
MEM 356.312500 1724703561.0027
MEM 356.328125 1724703561.1030
MEM 356.343750 1724703561.2082
MEM 356.343750 1724703561.3096
MEM 356.343750 1724703561.4147
MEM 356.343750 1724703561.5198
MEM 356.343750 1724703561.6249
MEM 356.343750 1724703561.7298
MEM 356.343750 1724703561.8349
MEM 356.359375 1724703561.9401
MEM 356.359375 1724703562.0452
MEM 356.359375 1724703562.1503
MEM 356.359375 1724703562.2555
MEM 356.359375 1724703562.3606
MEM 356.359375 1724703562.4657
MEM 356.359375 1724703562.5709
MEM 356.359375 1724703562.6760
MEM 356.359375 1724703562.7811
MEM 356.359375 1724703562.8863
MEM 356.375000 1724703562.9914
MEM 356.375000 1724703563.0965
MEM 356.375000 1724703563.2016
MEM 356.390625 1724703563.3067
MEM 356.406250 1724703563.4118
MEM 356.406250 1724703563.5170
MEM 356.406250 1724703563.6221
MEM 356.406250 1724703563.7262
MEM 356.421875 1724703563.8314
MEM 356.421875 1724703563.9365
MEM 356.421875 1724703564.0416
MEM 356.421875 1724703564.1468
MEM 356.421875 1724703564.2519
MEM 356.421875 1724703564.3570
MEM 356.421875 1724703564.4622
MEM 356.421875 1724703564.5673
MEM 356.421875 1724703564.6725
MEM 356.421875 1724703564.7776
MEM 356.421875 1724703564.8827
MEM 356.421875 1724703564.9879
MEM 356.421875 1724703565.0930
MEM 356.421875 1724703565.1981
MEM 356.421875 1724703565.3032
MEM 356.453125 1724703565.4083
MEM 356.453125 1724703565.5134
MEM 356.453125 1724703565.6185
MEM 356.453125 1724703565.7236
MEM 356.468750 1724703565.8264
MEM 356.468750 1724703565.9315
MEM 356.468750 1724703566.0366
MEM 356.468750 1724703566.1417
MEM 356.468750 1724703566.2468
MEM 356.484375 1724703566.3520
MEM 356.484375 1724703566.4571
MEM 356.484375 1724703566.5622
MEM 356.484375 1724703566.6673
MEM 356.500000 1724703566.7724
MEM 356.500000 1724703566.8764
MEM 356.500000 1724703566.9805
MEM 356.500000 1724703567.0856
MEM 356.500000 1724703567.1907
MEM 356.500000 1724703567.2931
MEM 356.515625 1724703567.3982
MEM 356.515625 1724703567.5033
MEM 356.515625 1724703567.6084
MEM 356.515625 1724703567.7135
MEM 356.531250 1724703567.8186
MEM 356.531250 1724703567.9237
MEM 356.531250 1724703568.0288
MEM 356.546875 1724703568.1340
MEM 356.546875 1724703568.2391
MEM 356.546875 1724703568.3431
MEM 356.546875 1724703568.4482
MEM 356.546875 1724703568.5533
MEM 356.546875 1724703568.6585
MEM 356.546875 1724703568.7636
MEM 356.546875 1724703568.8687
MEM 356.562500 1724703568.9739
MEM 356.562500 1724703569.0790
MEM 356.562500 1724703569.1841
MEM 356.562500 1724703569.2890
MEM 356.562500 1724703569.3931
MEM 356.562500 1724703569.4982
MEM 356.562500 1724703569.6026
MEM 356.562500 1724703569.7077
MEM 356.562500 1724703569.8128
MEM 356.562500 1724703569.9179
MEM 356.562500 1724703570.0231
MEM 356.562500 1724703570.1281
MEM 356.562500 1724703570.2333
MEM 356.578125 1724703570.3383
MEM 356.578125 1724703570.4435
MEM 356.593750 1724703570.5486
MEM 356.609375 1724703570.6537
MEM 356.609375 1724703570.7588
MEM 356.609375 1724703570.8636
MEM 360.453125 1724703570.9687
MEM 360.453125 1724703571.0738
MEM 360.453125 1724703571.1783
MEM 360.453125 1724703571.2834
MEM 360.453125 1724703571.3885
MEM 360.468750 1724703571.4937
MEM 360.484375 1724703571.5988
MEM 360.484375 1724703571.7039
MEM 360.500000 1724703571.8090
MEM 360.500000 1724703571.9099
MEM 360.500000 1724703572.0150
MEM 360.500000 1724703572.1201
MEM 360.500000 1724703572.2252
MEM 360.500000 1724703572.3265
MEM 360.500000 1724703572.4316
MEM 360.500000 1724703572.5367
MEM 360.500000 1724703572.6419
MEM 360.500000 1724703572.7470
MEM 360.515625 1724703572.8521
MEM 360.531250 1724703572.9572
MEM 360.546875 1724703573.0624
MEM 360.546875 1724703573.1675
MEM 360.546875 1724703573.2726
MEM 360.546875 1724703573.3778
MEM 360.546875 1724703573.4829
MEM 360.546875 1724703573.5880
MEM 360.546875 1724703573.6932
MEM 360.546875 1724703573.7982
MEM 360.546875 1724703573.9034
MEM 360.546875 1724703574.0084
MEM 360.546875 1724703574.1126
MEM 360.546875 1724703574.2177
MEM 360.546875 1724703574.3228
MEM 360.546875 1724703574.4265
MEM 360.546875 1724703574.5316
MEM 360.546875 1724703574.6367
MEM 360.546875 1724703574.7417
MEM 360.546875 1724703574.8462
MEM 360.546875 1724703574.9514
MEM 360.562500 1724703575.0565
MEM 360.593750 1724703575.1616
MEM 360.609375 1724703575.2667
MEM 360.609375 1724703575.3676
MEM 366.375000 1724703575.4727
MEM 366.375000 1724703575.5778
MEM 366.375000 1724703575.6829
MEM 366.375000 1724703575.7880
MEM 366.375000 1724703575.8921
MEM 366.375000 1724703575.9972
MEM 366.375000 1724703576.1024
MEM 366.390625 1724703576.2075
MEM 366.390625 1724703576.3126
MEM 366.390625 1724703576.4133
MEM 366.390625 1724703576.5184
MEM 366.390625 1724703576.6235
MEM 366.390625 1724703576.7287
MEM 366.390625 1724703576.8338
MEM 366.390625 1724703576.9389
MEM 366.390625 1724703577.0441
MEM 366.406250 1724703577.1492
MEM 366.406250 1724703577.2543
MEM 366.406250 1724703577.3595
MEM 366.406250 1724703577.4646
MEM 366.406250 1724703577.5697
MEM 366.421875 1724703577.6749
MEM 366.421875 1724703577.7800
MEM 366.437500 1724703577.8851
MEM 366.437500 1724703577.9902
MEM 366.437500 1724703578.0953
MEM 366.437500 1724703578.2004
MEM 366.437500 1724703578.3055
MEM 366.437500 1724703578.4105
MEM 366.453125 1724703578.5156
MEM 366.453125 1724703578.6207
MEM 366.453125 1724703578.7258
MEM 366.453125 1724703578.8309
MEM 366.453125 1724703578.9360
MEM 366.453125 1724703579.0412
MEM 366.453125 1724703579.1463
MEM 366.468750 1724703579.2514
MEM 366.484375 1724703579.3565
MEM 366.484375 1724703579.4616
MEM 366.484375 1724703579.5667
MEM 366.484375 1724703579.6719
MEM 366.484375 1724703579.7770
MEM 366.484375 1724703579.8802
MEM 366.500000 1724703579.9854
MEM 366.515625 1724703580.0905
MEM 366.515625 1724703580.1956
MEM 366.515625 1724703580.3007
MEM 366.515625 1724703580.4059
MEM 366.515625 1724703580.5110
MEM 366.515625 1724703580.6162
MEM 366.515625 1724703580.7213
MEM 366.515625 1724703580.8264
MEM 366.515625 1724703580.9304
MEM 366.515625 1724703581.0355
MEM 366.546875 1724703581.1406
MEM 366.546875 1724703581.2432
MEM 366.546875 1724703581.3484
MEM 366.546875 1724703581.4535
MEM 366.546875 1724703581.5586
MEM 366.546875 1724703581.6638
MEM 366.562500 1724703581.7689
MEM 366.562500 1724703581.8740
MEM 366.562500 1724703581.9792
MEM 366.562500 1724703582.0843
MEM 366.562500 1724703582.1845
MEM 366.562500 1724703582.2896
MEM 366.562500 1724703582.3946
MEM 366.562500 1724703582.4998
MEM 366.578125 1724703582.6048
MEM 366.578125 1724703582.7100
MEM 366.578125 1724703582.8152
MEM 366.578125 1724703582.9200
MEM 366.578125 1724703583.0250
MEM 366.578125 1724703583.1302
MEM 366.578125 1724703583.2353
MEM 366.593750 1724703583.3404
MEM 366.609375 1724703583.4455
MEM 366.609375 1724703583.5506
MEM 366.609375 1724703583.6557
MEM 366.609375 1724703583.7609
MEM 366.609375 1724703583.8660
MEM 366.609375 1724703583.9711
MEM 366.609375 1724703584.0762
MEM 366.609375 1724703584.1814
MEM 366.609375 1724703584.2865
MEM 366.609375 1724703584.3916
MEM 366.609375 1724703584.4924
MEM 366.625000 1724703584.5975
MEM 366.625000 1724703584.7026
MEM 366.640625 1724703584.8077
MEM 366.640625 1724703584.9128
MEM 366.640625 1724703585.0180
MEM 366.640625 1724703585.1231
MEM 366.656250 1724703585.2282
MEM 366.656250 1724703585.3333
MEM 366.656250 1724703585.4385
MEM 366.656250 1724703585.5416
MEM 366.656250 1724703585.6468
MEM 366.656250 1724703585.7480
MEM 366.656250 1724703585.8531
MEM 366.656250 1724703585.9567
MEM 366.671875 1724703586.0618
MEM 366.671875 1724703586.1669
MEM 366.687500 1724703586.2718
MEM 366.687500 1724703586.3769
MEM 366.687500 1724703586.4817
MEM 366.687500 1724703586.5868
MEM 366.687500 1724703586.6919
MEM 366.687500 1724703586.7970
MEM 366.687500 1724703586.9021
MEM 366.687500 1724703587.0072
MEM 366.687500 1724703587.1123
MEM 366.687500 1724703587.2174
MEM 366.687500 1724703587.3225
MEM 366.687500 1724703587.4276
MEM 366.703125 1724703587.5327
MEM 366.703125 1724703587.6379
MEM 366.703125 1724703587.7430
MEM 366.718750 1724703587.8481
MEM 366.718750 1724703587.9532
MEM 366.718750 1724703588.0583
MEM 366.734375 1724703588.1615
MEM 366.734375 1724703588.2666
MEM 366.734375 1724703588.3717
MEM 366.734375 1724703588.4768
MEM 366.781250 1724703588.5819
MEM 366.781250 1724703588.6871
MEM 366.781250 1724703588.7922
MEM 366.781250 1724703588.8933
MEM 366.781250 1724703588.9985
MEM 366.781250 1724703589.1036
MEM 366.781250 1724703589.2087
MEM 366.781250 1724703589.3138
MEM 366.781250 1724703589.4190
MEM 366.781250 1724703589.5241
MEM 366.781250 1724703589.6292
MEM 366.781250 1724703589.7344
MEM 366.781250 1724703589.8395
MEM 366.781250 1724703589.9446
MEM 366.781250 1724703590.0497
MEM 366.781250 1724703590.1549
MEM 366.781250 1724703590.2600
MEM 366.796875 1724703590.3631
MEM 366.828125 1724703590.4682
MEM 366.828125 1724703590.5733
MEM 366.828125 1724703590.6785
MEM 366.828125 1724703590.7836
MEM 366.843750 1724703590.8887
MEM 366.843750 1724703590.9923
MEM 366.843750 1724703591.0975
MEM 366.843750 1724703591.2026
MEM 366.843750 1724703591.3077
MEM 366.843750 1724703591.4128
MEM 366.843750 1724703591.5180
MEM 366.843750 1724703591.6230
MEM 366.843750 1724703591.7282
MEM 366.843750 1724703591.8286
MEM 366.843750 1724703591.9337
MEM 366.843750 1724703592.0388
MEM 366.843750 1724703592.1421
MEM 366.859375 1724703592.2472
MEM 366.875000 1724703592.3523
MEM 366.875000 1724703592.4575
MEM 366.875000 1724703592.5626
MEM 366.890625 1724703592.6677
MEM 366.890625 1724703592.7728
MEM 366.890625 1724703592.8779
MEM 366.906250 1724703592.9831
MEM 366.906250 1724703593.0882
MEM 366.906250 1724703593.1933
MEM 366.906250 1724703593.2984
MEM 366.906250 1724703593.4035
MEM 366.906250 1724703593.5087
MEM 366.921875 1724703593.6138
MEM 366.921875 1724703593.7189
MEM 366.921875 1724703593.8240
MEM 366.984375 1724703593.9292
MEM 367.000000 1724703594.0343
MEM 367.000000 1724703594.1394
MEM 367.000000 1724703594.2446
MEM 367.000000 1724703594.3497
MEM 367.000000 1724703594.4548
MEM 367.015625 1724703594.5599
MEM 367.015625 1724703594.6650
MEM 367.015625 1724703594.7701
MEM 367.015625 1724703594.8752
MEM 367.015625 1724703594.9782
MEM 367.031250 1724703595.0833
MEM 367.031250 1724703595.1884
MEM 367.046875 1724703595.2935
MEM 367.046875 1724703595.3987
MEM 367.062500 1724703595.5038
MEM 367.062500 1724703595.6089
MEM 367.062500 1724703595.7101
MEM 367.062500 1724703595.8152
MEM 367.062500 1724703595.9203
MEM 367.062500 1724703596.0254
MEM 367.062500 1724703596.1305
MEM 367.062500 1724703596.2356
MEM 367.062500 1724703596.3407
MEM 367.062500 1724703596.4459
MEM 367.062500 1724703596.5510
MEM 367.062500 1724703596.6562
MEM 367.062500 1724703596.7613
MEM 367.062500 1724703596.8641
MEM 367.062500 1724703596.9692
MEM 367.078125 1724703597.0743
MEM 367.093750 1724703597.1794
MEM 367.093750 1724703597.2846
MEM 367.093750 1724703597.3897
MEM 367.093750 1724703597.4948
MEM 367.093750 1724703597.6000
MEM 367.109375 1724703597.7051
MEM 367.125000 1724703597.8102
MEM 367.125000 1724703597.9153
MEM 367.125000 1724703598.0205
MEM 367.125000 1724703598.1256
MEM 367.125000 1724703598.2268
MEM 367.125000 1724703598.3320
MEM 367.125000 1724703598.4371
MEM 367.125000 1724703598.5422
MEM 367.125000 1724703598.6474
MEM 367.125000 1724703598.7525
MEM 367.125000 1724703598.8577
MEM 367.125000 1724703598.9579
MEM 367.125000 1724703599.0630
MEM 367.125000 1724703599.1681
MEM 367.125000 1724703599.2733
MEM 367.125000 1724703599.3768
MEM 367.140625 1724703599.4819
MEM 367.140625 1724703599.5870
MEM 367.140625 1724703599.6921
MEM 367.140625 1724703599.7972
MEM 367.156250 1724703599.9024
MEM 367.156250 1724703600.0074
MEM 367.171875 1724703600.1126
MEM 367.187500 1724703600.2177
MEM 367.203125 1724703600.3221
MEM 367.203125 1724703600.4272
MEM 367.203125 1724703600.5323
MEM 367.203125 1724703600.6374
MEM 367.203125 1724703600.7425
MEM 367.203125 1724703600.8477
MEM 367.203125 1724703600.9528
MEM 367.203125 1724703601.0579
MEM 367.203125 1724703601.1630
MEM 367.203125 1724703601.2646
MEM 367.203125 1724703601.3672
MEM 367.203125 1724703601.4723
MEM 367.203125 1724703601.5774
MEM 367.203125 1724703601.6825
MEM 367.218750 1724703601.7877
MEM 367.218750 1724703601.8928
MEM 367.218750 1724703601.9979
MEM 367.234375 1724703602.1031
MEM 367.234375 1724703602.2082
MEM 369.281250 1724703602.3133
MEM 379.406250 1724703602.4184
MEM 379.453125 1724703602.5235
MEM 379.453125 1724703602.6285
MEM 379.453125 1724703602.7335
MEM 379.453125 1724703602.8386
MEM 379.453125 1724703602.9436
MEM 379.453125 1724703603.0487
MEM 379.453125 1724703603.1537
MEM 382.000000 1724703603.2588
MEM 389.984375 1724703603.3640
MEM 409.203125 1724703603.4690
MEM 444.828125 1724703603.5742
MEM 477.421875 1724703603.6792
MEM 502.640625 1724703603.7805
MEM 502.640625 1724703603.8856
MEM 504.937500 1724703603.9908
MEM 504.937500 1724703604.0959
MEM 504.953125 1724703604.2009
MEM 505.390625 1724703604.3061
MEM 505.406250 1724703604.4112
MEM 505.562500 1724703604.5163
MEM 505.562500 1724703604.6214
MEM 505.562500 1724703604.7229
MEM 505.968750 1724703604.8269
MEM 505.968750 1724703604.9313
MEM 506.375000 1724703605.0365
MEM 506.375000 1724703605.1416
MEM 506.375000 1724703605.2468
MEM 506.390625 1724703605.3519
MEM 506.390625 1724703605.4570
MEM 506.515625 1724703605.5621
MEM 506.515625 1724703605.6672
MEM 506.515625 1724703605.7723
MEM 507.500000 1724703605.8775
MEM 507.500000 1724703605.9826
MEM 507.546875 1724703606.0877
MEM 507.546875 1724703606.1927
MEM 507.546875 1724703606.2978
MEM 507.562500 1724703606.4030
MEM 507.562500 1724703606.5081
MEM 507.562500 1724703606.6132
MEM 507.562500 1724703606.7183
MEM 507.562500 1724703606.8235
MEM 507.609375 1724703606.9287
MEM 507.609375 1724703607.0339
MEM 507.671875 1724703607.1389
